article_number,name,device_standard,device_type,price_euro,calibration_type,category,search_text
1249,Kegellehrringe (mit Formmessung),,>100-200mm,57.33,ISO,Sonstige Messtechnik,Kegellehrringe (mit Formmessung) >100-200mm
1250,Kugelendmaße,DIN 7164,<=50 mm,5.21,ISO,Dimensionsmesstechnik,Kugelendmaße DIN 7164 <=50 mm
1251,Kugelendmaße,DIN 7164,>50-100 mm,7.81,ISO,Dimensionsmesstechnik,Kugelendmaße DIN 7164 >50-100 mm
1252,Kugelendmaße,DIN 7164,>100-150 mm,10.42,ISO,Dimensionsmesstechnik,Kugelendmaße DIN 7164 >100-150 mm
1253,Kugelendmaße,DIN 7164,>150-200 mm,11.72,ISO,Dimensionsmesstechnik,Kugelendmaße DIN 7164 >150-200 mm
1254,Kugelendmaße,DIN 7164,>200-300 mm,15.64,ISO,Dimensionsmesstechnik,Kugelendmaße DIN 7164 >200-300 mm
1255,Kugelendmaße,DIN 7164,>300-500 mm,26.05,ISO,Dimensionsmesstechnik,Kugelendmaße DIN 7164 >300-500 mm
1256,Kugelendmaße,DIN 7164,>500-1000 mm,48.21,ISO,Dimensionsmesstechnik,Kugelendmaße DIN 7164 >500-1000 mm
1260,Lochlehren,,,42.99,ISO,Dimensionsmesstechnik,Lochlehren
1261,Nassfilmdickenlehre,DIN EN ISO 2178,,42.99,ISO,Dimensionsmesstechnik,Nassfilmdickenlehre DIN EN ISO 2178
1270,Plangläser,,,18.23,ISO,Sonstige Messtechnik,Plangläser
1275,planparalle Glasprüfmaße,,,20.85,ISO,Sonstige Messtechnik,planparalle Glasprüfmaße
1280,Prüfstifte,DIN 2269,Option 5.3.3,2.60,ISO,Sonstige Messtechnik,Prüfstifte DIN 2269 Option 5.3.3
1281,Prüfstifte,DIN 2269,Option 5.3.2,26.05,ISO,Sonstige Messtechnik,Prüfstifte DIN 2269 Option 5.3.2
1282,Prüfdorn,,SK 40,45.60,ISO,Sonstige Messtechnik,Prüfdorn SK 40
1283,Prüfstifte,DIN 2269,Option 5.3.1,45.60,ISO,Sonstige Messtechnik,Prüfstifte DIN 2269 Option 5.3.1
1284,Prüfstiftsatz,DIN 2269,91 tlg.,229.34,ISO,Sonstige Messtechnik,Prüfstiftsatz DIN 2269 91 tlg.
1285,Prüfstiftsatz,DIN 2269,41 tlg.,106.71,ISO,Sonstige Messtechnik,Prüfstiftsatz DIN 2269 41 tlg.
1286,Prüfstiftsatz,DIN 2269,33 tlg.,85.89,ISO,Sonstige Messtechnik,Prüfstiftsatz DIN 2269 33 tlg.
1290,"Radienlehren, einzeln",,,10.42,ISO,Dimensionsmesstechnik,"Radienlehren, einzeln"
1300,Radienlehrensätze,,<=34 tlg,31.45,ISO,Dimensionsmesstechnik,Radienlehrensätze <=34 tlg
1301,Radienlehrensätze,,<=60 tlg,40.26,ISO,Dimensionsmesstechnik,Radienlehrensätze <=60 tlg
1302,Radienlehrensätze,,26 Blatt mit je 5 Radien,271.03,ISO,Dimensionsmesstechnik,Radienlehrensätze 26 Blatt mit je 5 Radien
1310,Schleiflehren,,,23.45,ISO,Dimensionsmesstechnik,Schleiflehren
1311,API Formlehre,,,31.27,ISO,Dimensionsmesstechnik,API Formlehre
1312,API Grenzlehre,,<= 100 mm,31.27,ISO,Dimensionsmesstechnik,API Grenzlehre <= 100 mm
1313,API Grenzlehre,,>100 - 200 mm,33.88,ISO,Dimensionsmesstechnik,API Grenzlehre >100 - 200 mm
1314,API Grenzlehre,,>200 - 400 mm,37.79,ISO,Dimensionsmesstechnik,API Grenzlehre >200 - 400 mm
1315,API Grenzlehre,,>400 - 800 mm,41.70,ISO,Dimensionsmesstechnik,API Grenzlehre >400 - 800 mm
1316,API Grenzlehre,,>800 - 1200 mm,46.90,ISO,Dimensionsmesstechnik,API Grenzlehre >800 - 1200 mm
1317,API Steigungslehre,,,31.27,ISO,Dimensionsmesstechnik,API Steigungslehre
1318,API Einstellstück,,,31.27,ISO,Sonstige Messtechnik,API Einstellstück
1320,Schweißnahtlehren,,metrisch,23.45,ISO,Dimensionsmesstechnik,Schweißnahtlehren metrisch
1321,Schweißnahtlehren,,zöllig,35.18,ISO,Dimensionsmesstechnik,Schweißnahtlehren zöllig
1325,Fasenmessgerät,,,35.18,ISO,Sonstige Messtechnik,Fasenmessgerät
1330,Stufenendmaße,,<=300 mm,177.22,ISO,Dimensionsmesstechnik,Stufenendmaße <=300 mm
1331,Stufenendmaße,,>300-500 mm,290.58,ISO,Dimensionsmesstechnik,Stufenendmaße >300-500 mm
1332,Stufenendmaße,,>500-800 mm,462.59,ISO,Dimensionsmesstechnik,Stufenendmaße >500-800 mm
1333,Stufenendmaße,,>800-1000 mm,616.37,ISO,Dimensionsmesstechnik,Stufenendmaße >800-1000 mm
1340,Verlängerungen für Innen- u. Tiefenmessschrauben,DIN 863,<=100 mm,5.21,ISO,Dimensionsmesstechnik,Verlängerungen für Innen- u. Tiefenmessschrauben DIN 863 <=100 mm
1341,Verlängerungen für Innen- u. Tiefenmessschrauben,DIN 863,>100-200 mm,7.81,ISO,Dimensionsmesstechnik,Verlängerungen für Innen- u. Tiefenmessschrauben DIN 863 >100-200 mm
1342,Verlängerungen für Innen- u. Tiefenmessschrauben,DIN 863,>200-300 mm,10.42,ISO,Dimensionsmesstechnik,Verlängerungen für Innen- u. Tiefenmessschrauben DIN 863 >200-300 mm
1343,Verlängerungen für Innen- u. Tiefenmessschrauben,DIN 863,>300-400 mm,11.72,ISO,Dimensionsmesstechnik,Verlängerungen für Innen- u. Tiefenmessschrauben DIN 863 >300-400 mm
1344,Verlängerungen für Innen- u. Tiefenmessschrauben,DIN 863,>400-600 mm,15.64,ISO,Dimensionsmesstechnik,Verlängerungen für Innen- u. Tiefenmessschrauben DIN 863 >400-600 mm
1345,Verlängerungen für Innen- u. Tiefenmessschrauben,DIN 863,>600-800 mm,20.85,ISO,Dimensionsmesstechnik,Verlängerungen für Innen- u. Tiefenmessschrauben DIN 863 >600-800 mm
1346,Verlängerungen für Innen- u. Tiefenmessschrauben,DIN 863,>800-1000 mm,24.76,ISO,Dimensionsmesstechnik,Verlängerungen für Innen- u. Tiefenmessschrauben DIN 863 >800-1000 mm
1350,Vielkeil- u. Kerberzahnungslehr- dorne,DIN ISO 14,<=20 mm,31.27,ISO,Sonstige Messtechnik,Vielkeil- u. Kerberzahnungslehr- dorne DIN ISO 14 <=20 mm
1351,Vielkeil- u. Kerberzahnungslehr- dorne,DIN ISO 14,>20-60 mm,20.85,ISO,Sonstige Messtechnik,Vielkeil- u. Kerberzahnungslehr- dorne DIN ISO 14 >20-60 mm
1352,Vielkeil- u. Kerberzahnungslehr- dorne,DIN ISO 14,>60-100 mm,23.45,ISO,Sonstige Messtechnik,Vielkeil- u. Kerberzahnungslehr- dorne DIN ISO 14 >60-100 mm
1353,Vielkeil- u. Kerberzahnungslehr- dorne,DIN ISO 14,>100-150 mm,33.88,ISO,Sonstige Messtechnik,Vielkeil- u. Kerberzahnungslehr- dorne DIN ISO 14 >100-150 mm
1354,Vielkeil- u. Kerberzahnungslehr- dorne,DIN ISO 14,>150-200 mm,54.00,ISO,Sonstige Messtechnik,Vielkeil- u. Kerberzahnungslehr- dorne DIN ISO 14 >150-200 mm
1355,Grenz - Vielkeil- u. Kerberzahnungslehr- dorne,DIN ISO 14,<= 20 mm,62.53,ISO,Sonstige Messtechnik,Grenz - Vielkeil- u. Kerberzahnungslehr- dorne DIN ISO 14 <= 20 mm
1356,Grenz - Vielkeil- u. Kerberzahnungslehr- dorne,DIN ISO 14,> 20 - 60 mm,41.71,ISO,Sonstige Messtechnik,Grenz - Vielkeil- u. Kerberzahnungslehr- dorne DIN ISO 14 > 20 - 60 mm
1357,Grenz - Vielkeil- u. Kerberzahnungslehr- dorne,DIN ISO 14,> 60 - 100 mm,46.89,ISO,Sonstige Messtechnik,Grenz - Vielkeil- u. Kerberzahnungslehr- dorne DIN ISO 14 > 60 - 100 mm
1358,Grenz - Vielkeil- u. Kerberzahnungslehr- dorne,DIN ISO 14,> 100 - 150 mm,67.76,ISO ,Sonstige Messtechnik,Grenz - Vielkeil- u. Kerberzahnungslehr- dorne DIN ISO 14 > 100 - 150 mm
1359,Grenz - Vielkeil- u. Kerberzahnungslehr- dorne,DIN ISO 14,> 150 - 200 mm,108.00,ISO,Sonstige Messtechnik,Grenz - Vielkeil- u. Kerberzahnungslehr- dorne DIN ISO 14 > 150 - 200 mm
1360,Vielkeil- u. Kerberzahnungslehr- ringe,DIN ISO 14,<=20 mm,31.27,ISO,Sonstige Messtechnik,Vielkeil- u. Kerberzahnungslehr- ringe DIN ISO 14 <=20 mm
1361,Vielkeil- u. Kerberzahnungslehr- ringe,DIN ISO 14,>20-60 mm,20.85,ISO,Sonstige Messtechnik,Vielkeil- u. Kerberzahnungslehr- ringe DIN ISO 14 >20-60 mm
1362,Vielkeil- u. Kerberzahnungslehr- ringe,DIN ISO 14,>60-100 mm,23.45,ISO,Sonstige Messtechnik,Vielkeil- u. Kerberzahnungslehr- ringe DIN ISO 14 >60-100 mm
1363,Vielkeil- u. Kerberzahnungslehr- ringe,DIN ISO 14,>100-150 mm,33.88,ISO,Sonstige Messtechnik,Vielkeil- u. Kerberzahnungslehr- ringe DIN ISO 14 >100-150 mm
1364,Vielkeil- u. Kerberzahnungslehr- ringe,DIN ISO 14,>150-200 mm,0.00,ISO,Sonstige Messtechnik,Vielkeil- u. Kerberzahnungslehr- ringe DIN ISO 14 >150-200 mm
1370,3-D-Taster,,,83.39,ISO,Sonstige Messtechnik,3-D-Taster
1380,Arbeitsmaßstäbe,DIN 866,<=500 mm,18.23,ISO,Sonstige Messtechnik,Arbeitsmaßstäbe DIN 866 <=500 mm
1381,Arbeitsmaßstäbe,DIN 866,>500-1000 mm,31.27,ISO,Sonstige Messtechnik,Arbeitsmaßstäbe DIN 866 >500-1000 mm
1382,Arbeitsmaßstäbe,DIN 866,>1000-1500 mm,46.90,ISO,Sonstige Messtechnik,Arbeitsmaßstäbe DIN 866 >1000-1500 mm
1383,Arbeitsmaßstäbe,DIN 866,>1500-2000 mm,59.94,ISO,Sonstige Messtechnik,Arbeitsmaßstäbe DIN 866 >1500-2000 mm
1384,Arbeitsmaßstäbe,DIN 866,>2000-3000 mm,88.60,ISO,Sonstige Messtechnik,Arbeitsmaßstäbe DIN 866 >2000-3000 mm
1385,Arbeitsmaßstäbe,DIN 866,>3000-5000 mm,123.79,ISO,Sonstige Messtechnik,Arbeitsmaßstäbe DIN 866 >3000-5000 mm
1386,Universalmaßstab,73/362/EWG,<=500mm,13.02,ISO,Dimensionsmesstechnik,Universalmaßstab 73/362/EWG <=500mm
1387,Universalmaßstab,73/362/EWG,>500-1000mm,26.05,ISO,Dimensionsmesstechnik,Universalmaßstab 73/362/EWG >500-1000mm
1388,Universalmaßstab,73/362/EWG,>1000-2000mm,52.12,ISO,Dimensionsmesstechnik,Universalmaßstab 73/362/EWG >1000-2000mm
1389,Universalmaßstab,73/362/EWG,>2000-3000mm,80.79,ISO,Dimensionsmesstechnik,Universalmaßstab 73/362/EWG >2000-3000mm
1390,Außenschnelltaster,,<=25 mm,13.73,ISO,Sonstige Messtechnik,Außenschnelltaster <=25 mm
1391,Außenschnelltaster,,>25-50 mm,14.87,ISO,Sonstige Messtechnik,Außenschnelltaster >25-50 mm
1392,Außenschnelltaster,,>50-75 mm,16.02,ISO,Sonstige Messtechnik,Außenschnelltaster >50-75 mm
1393,Außenschnelltaster,,>75-100 mm,17.16,ISO,Sonstige Messtechnik,Außenschnelltaster >75-100 mm
1394,Außenschnelltaster,,>100-200 mm,18.30,ISO,Sonstige Messtechnik,Außenschnelltaster >100-200 mm
1395,Außenschnelltaster,,>200-500 mm,19.44,ISO,Sonstige Messtechnik,Außenschnelltaster >200-500 mm
1400,Bügelmessschrauben,DIN 863 T 1,<=25 mm,13.02,ISO,Dimensionsmesstechnik,Bügelmessschrauben DIN 863 T 1 <=25 mm
1401,Bügelmessschrauben,DIN 863 T 1,>25-100 mm,15.64,ISO,Dimensionsmesstechnik,Bügelmessschrauben DIN 863 T 1 >25-100 mm
1402,Bügelmessschrauben,DIN 863 T 1,>100-200 mm,16.93,ISO,Dimensionsmesstechnik,Bügelmessschrauben DIN 863 T 1 >100-200 mm
1403,Bügelmessschrauben,DIN 863 T 1,>200-300 mm,20.85,ISO,Dimensionsmesstechnik,Bügelmessschrauben DIN 863 T 1 >200-300 mm
1404,Bügelmessschrauben,DIN 863 T 1,>300-400 mm,23.45,ISO,Dimensionsmesstechnik,Bügelmessschrauben DIN 863 T 1 >300-400 mm
1405,Bügelmessschrauben,DIN 863 T 1,>400-600 mm,26.05,ISO,Dimensionsmesstechnik,Bügelmessschrauben DIN 863 T 1 >400-600 mm
1406,Bügelmessschrauben,DIN 863 T 1,>600-800 mm,33.88,ISO,Dimensionsmesstechnik,Bügelmessschrauben DIN 863 T 1 >600-800 mm
1407,Bügelmessschrauben,DIN 863 T 1,>800-1000 mm,41.70,ISO,Dimensionsmesstechnik,Bügelmessschrauben DIN 863 T 1 >800-1000 mm
1408,Spindelverstellweg >25mm bei Messschrauben,,,13.02,ISO,Dimensionsmesstechnik,Spindelverstellweg >25mm bei Messschrauben
1409,Auswechselbare Ambosse für Bügelmessschrauben,,,6.51,ISO,Dimensionsmesstechnik,Auswechselbare Ambosse für Bügelmessschrauben
1410,Bügelmessschrauben mit Prismenamboß,DIN 863 T 3,<=25 mm,20.85,ISO,Dimensionsmesstechnik,Bügelmessschrauben mit Prismenamboß DIN 863 T 3 <=25 mm
1411,Bügelmessschrauben mit Prismenamboß,DIN 863 T 3,>25-100 mm,28.66,ISO,Dimensionsmesstechnik,Bügelmessschrauben mit Prismenamboß DIN 863 T 3 >25-100 mm
1412,Bügelmessschrauben mit Prismenamboß,DIN 863 T 3,>100-200 mm,33.88,ISO,Dimensionsmesstechnik,Bügelmessschrauben mit Prismenamboß DIN 863 T 3 >100-200 mm
1420,Dickenschnellmesser,DIN 878,<=50 mm,15.64,ISO,Sonstige Messtechnik,Dickenschnellmesser DIN 878 <=50 mm
1421,Dickenschnellmesser,,>50 - 100 mm,24.76,ISO,Sonstige Messtechnik,Dickenschnellmesser >50 - 100 mm
1422,Dickenschnellmesser,,>100 - 300 mm,32.56,ISO,Sonstige Messtechnik,Dickenschnellmesser >100 - 300 mm
1430,Dreilinieninnenmessschrauben,DIN 863 T 4,<=20 mm,16.93,ISO,Dimensionsmesstechnik,Dreilinieninnenmessschrauben DIN 863 T 4 <=20 mm
1431,Dreilinieninnenmessschrauben,DIN 863 T 4,>20-50 mm,18.23,ISO,Dimensionsmesstechnik,Dreilinieninnenmessschrauben DIN 863 T 4 >20-50 mm
1432,Dreilinieninnenmessschrauben,DIN 863 T 4,>50-100 mm,20.85,ISO,Dimensionsmesstechnik,Dreilinieninnenmessschrauben DIN 863 T 4 >50-100 mm
1433,Dreilinieninnenmessschrauben,DIN 863 T 4,>100-125 mm,23.45,ISO,Dimensionsmesstechnik,Dreilinieninnenmessschrauben DIN 863 T 4 >100-125 mm
1434,Dreilinieninnenmessschrauben,DIN 863 T 4,>125-150 mm,26.05,ISO,Dimensionsmesstechnik,Dreilinieninnenmessschrauben DIN 863 T 4 >125-150 mm
1435,Dreilinieninnenmessschrauben,DIN 863 T 4,>150-200 mm,36.47,ISO,Dimensionsmesstechnik,Dreilinieninnenmessschrauben DIN 863 T 4 >150-200 mm
1436,Dreilinieninnenmess-schraube,DIN 863 T 4,>200-250 mm,41.70,ISO,Dimensionsmesstechnik,Dreilinieninnenmess-schraube DIN 863 T 4 >200-250 mm
1437,Dreilinieninnenmess-schraube,DIN 863 T 4,>250-300 mm,46.90,ISO,Dimensionsmesstechnik,Dreilinieninnenmess-schraube DIN 863 T 4 >250-300 mm
1440,Einbaumessschrauben,DIN 863 T 2,<=25 mm,18.23,ISO,Dimensionsmesstechnik,Einbaumessschrauben DIN 863 T 2 <=25 mm
1441,Einbaumessschrauben,DIN 863 T 2,>25 - 50 mm,33.88,ISO,Dimensionsmesstechnik,Einbaumessschrauben DIN 863 T 2 >25 - 50 mm
1442,Einbaumessschrauben,DIN 863 T 2,>50 - 100 mm,62.54,ISO,Dimensionsmesstechnik,Einbaumessschrauben DIN 863 T 2 >50 - 100 mm
1444,Bügelmessschrauben,DIN 863 T1,>1000 - 1200 mm,49.51,ISO,Dimensionsmesstechnik,Bügelmessschrauben DIN 863 T1 >1000 - 1200 mm
1445,Bügelmessschrauben,DIN 863 T1,>1200 - 1500 mm,57.33,ISO,Dimensionsmesstechnik,Bügelmessschrauben DIN 863 T1 >1200 - 1500 mm
1450,Feinzeiger,DIN 879,,15.64,ISO,Sonstige Messtechnik,Feinzeiger DIN 879
1451,Feinzeiger,,digital,67.77,ISO,Sonstige Messtechnik,Feinzeiger digital
1455,Feinzeigerrachenlehren,,<=200mm,36.47,ISO,Dimensionsmesstechnik,Feinzeigerrachenlehren <=200mm
1456,Feinzeigerrachenlehren,,>200 - 400 mm,46.90,ISO,Dimensionsmesstechnik,Feinzeigerrachenlehren >200 - 400 mm
1457,Feinzeigerrachenlehren,,>400 - 600 mm,57.33,ISO,Dimensionsmesstechnik,Feinzeigerrachenlehren >400 - 600 mm
1460,"Feinzeiger, DKD-Kalibrierung",DIN 879,,24.76,DAkkS,Sonstige Messtechnik,"Feinzeiger, DKD-Kalibrierung DIN 879"
1470,Feinzeigerbügelmessschrauben,DIN 863 T 3,<=25 mm,28.66,ISO,Dimensionsmesstechnik,Feinzeigerbügelmessschrauben DIN 863 T 3 <=25 mm
1471,Feinzeigerbügelmessschrauben,DIN 863 T 3,>25-50 mm,31.27,ISO,Dimensionsmesstechnik,Feinzeigerbügelmessschrauben DIN 863 T 3 >25-50 mm
1472,Feinzeigerbügelmessschrauben,DIN 863 T 3,>50-100 mm,33.88,ISO,Dimensionsmesstechnik,Feinzeigerbügelmessschrauben DIN 863 T 3 >50-100 mm
1473,Feinzeigerbügelmessschrauben,DIN 863 T 3,>100-150 mm,37.79,ISO,Dimensionsmesstechnik,Feinzeigerbügelmessschrauben DIN 863 T 3 >100-150 mm
1480,Feinzeigerprüfmaschinen,,<=5 mm,177.22,ISO,Sonstige Messtechnik,Feinzeigerprüfmaschinen <=5 mm
1481,Feinzeigerprüfmaschinen,,>5-10 mm,192.84,ISO,Sonstige Messtechnik,Feinzeigerprüfmaschinen >5-10 mm
1490,Fühlhebelmessgeräte,DIN 2270,10 µm,13.02,ISO,Sonstige Messtechnik,Fühlhebelmessgeräte DIN 2270 10 µm
1491,Fühlhebelmessgeräte,DIN 2270,2 µm,18.23,ISO,Sonstige Messtechnik,Fühlhebelmessgeräte DIN 2270 2 µm
1492,Fühlhebelmessgeräte,DIN 2270,1 µm,21.93,ISO,Sonstige Messtechnik,Fühlhebelmessgeräte DIN 2270 1 µm
1493,Fühlhebelmessgerät mit großem Messbereich,,10µm,21.93,ISO,Sonstige Messtechnik,Fühlhebelmessgerät mit großem Messbereich 10µm
1500,Höhenmessschieber und -anreißgeräte,DIN 862,<=300 mm,13.02,ISO,Dimensionsmesstechnik,Höhenmessschieber und -anreißgeräte DIN 862 <=300 mm
1501,Höhenmessschieber und -anreißgeräte,DIN 862,>300-500 mm,18.23,ISO,Dimensionsmesstechnik,Höhenmessschieber und -anreißgeräte DIN 862 >300-500 mm
1502,Höhenmessschieber und -anreißgeräte,DIN 862,>500-750 mm,20.85,ISO,Dimensionsmesstechnik,Höhenmessschieber und -anreißgeräte DIN 862 >500-750 mm
1503,Höhenmessschieber und -anreißgeräte,DIN 862,>750-1000 mm,31.27,ISO,Dimensionsmesstechnik,Höhenmessschieber und -anreißgeräte DIN 862 >750-1000 mm
1509,Probe für Höhenmesser,,,19.54,ISO,Dimensionsmesstechnik,Probe für Höhenmesser
1510,Höhenmessgeräte,VDI/VDE 2617,<=300 mm,106.86,ISO,Dimensionsmesstechnik,Höhenmessgeräte VDI/VDE 2617 <=300 mm
1511,Höhenmessgeräte,VDI/VDE 2617,>300-600 mm,179.82,ISO,Dimensionsmesstechnik,Höhenmessgeräte VDI/VDE 2617 >300-600 mm
1512,Höhenmessgeräte,VDI/VDE 2617,>600-1000 mm,260.60,ISO,Dimensionsmesstechnik,Höhenmessgeräte VDI/VDE 2617 >600-1000 mm
1520,Höhenmessschrauben,,<=350 mm,156.37,ISO,Dimensionsmesstechnik,Höhenmessschrauben <=350 mm
1521,Höhenmessschrauben,,>350-650 mm,263.23,ISO,Dimensionsmesstechnik,Höhenmessschrauben >350-650 mm
1522,Höhenmessschrauben,,>650-1000 mm,449.55,ISO,Dimensionsmesstechnik,Höhenmessschrauben >650-1000 mm
1530,Induktive Längenmesstaster,,<=1 mm,42.99,ISO,Dimensionsmesstechnik,Induktive Längenmesstaster <=1 mm
1531,Induktive Längenmesstaster,,>1-2 mm,49.51,ISO,Dimensionsmesstechnik,Induktive Längenmesstaster >1-2 mm
1532,Induktive Längenmesstaster,,>2-5 mm,125.09,ISO,Dimensionsmesstechnik,Induktive Längenmesstaster >2-5 mm
1540,Inkrementale Längenmesstaster,,<=25 mm,42.99,ISO,Dimensionsmesstechnik,Inkrementale Längenmesstaster <=25 mm
1541,Inkrementale Längenmesstaster,,>25-50 mm,49.51,ISO,Dimensionsmesstechnik,Inkrementale Längenmesstaster >25-50 mm
1542,Inkrementale Längenmesstaster,,>50-100 mm,66.45,ISO,Dimensionsmesstechnik,Inkrementale Längenmesstaster >50-100 mm
1545,Laserwegmesssensoren,herstellerspezifisch,,0.00,ISO,Optik & Lichtmesstechnik,Laserwegmesssensoren herstellerspezifisch
1546,Laserwegmesssensoren,herstellerspezifisch,,135.51,ISO,Optik & Lichtmesstechnik,Laserwegmesssensoren herstellerspezifisch
1547,Laserwegmesssensoren,herstellerspezifisch,,0.00,ISO,Optik & Lichtmesstechnik,Laserwegmesssensoren herstellerspezifisch
1549,Laserdistanzmesser,herstellerspezifisch,,32.56,ISO,Optik & Lichtmesstechnik,Laserdistanzmesser herstellerspezifisch
1550,Innenfeinmessgeräte,,,28.66,ISO,Sonstige Messtechnik,Innenfeinmessgeräte
1551,Spreizdornmessgeräte,,,20.85,ISO,Sonstige Messtechnik,Spreizdornmessgeräte
1560,Innenschnelltaster,,<=50 mm,13.73,ISO,Sonstige Messtechnik,Innenschnelltaster <=50 mm
1561,Innenschnelltaster,,>50-100 mm,14.87,ISO,Sonstige Messtechnik,Innenschnelltaster >50-100 mm
1562,Innenschnelltaster,,>100-150 mm,16.02,ISO,Sonstige Messtechnik,Innenschnelltaster >100-150 mm
1563,Innenschnelltaster,,>150-200 mm,17.16,ISO,Sonstige Messtechnik,Innenschnelltaster >150-200 mm
1564,Innenschnelltaster,,>200-250 mm,18.30,ISO,Sonstige Messtechnik,Innenschnelltaster >200-250 mm
1565,Innenschnelltaster,,>250-300 mm,19.44,ISO,Sonstige Messtechnik,Innenschnelltaster >250-300 mm
1570,Kantentaster,,,31.27,ISO,Sonstige Messtechnik,Kantentaster
1580,Längenkomperatoren,,<=300 mm,0.00,ISO,Dimensionsmesstechnik,Längenkomperatoren <=300 mm
1581,Längenkomperatoren,,>300-600 mm,0.00,ISO,Dimensionsmesstechnik,Längenkomperatoren >300-600 mm
1582,Längenkomperatoren,,>600-1000 mm,432.63,ISO,Dimensionsmesstechnik,Längenkomperatoren >600-1000 mm
1583,Längenkomperatoren,,>1000-2000 mm,0.00,ISO,Dimensionsmesstechnik,Längenkomperatoren >1000-2000 mm
1584,Längenkomperatoren,,>2000-3000 mm,0.00,ISO,Dimensionsmesstechnik,Längenkomperatoren >2000-3000 mm
1590,Messschieber u. Tiefenmessschieber,DIN 862,<=150 mm,7.81,ISO,Dimensionsmesstechnik,Messschieber u. Tiefenmessschieber DIN 862 <=150 mm
1591,Messschieber u. Tiefenmessschieber,DIN 862,>150-300 mm,13.02,ISO,Dimensionsmesstechnik,Messschieber u. Tiefenmessschieber DIN 862 >150-300 mm
1592,Messschieber u. Tiefenmessschieber,DIN 862,>300-800 mm,26.05,ISO,Dimensionsmesstechnik,Messschieber u. Tiefenmessschieber DIN 862 >300-800 mm
1593,Messschieber u. Tiefenmessschieber,DIN 862,>800-1500 mm,36.47,ISO,Dimensionsmesstechnik,Messschieber u. Tiefenmessschieber DIN 862 >800-1500 mm
1594,Messschieber u. Tiefenmessschieber,DIN 862,>1500-2000 mm,41.70,ISO,Dimensionsmesstechnik,Messschieber u. Tiefenmessschieber DIN 862 >1500-2000 mm
1595,Messschieber u. Tiefenmessschieber,DIN 862,>2000 - 2500 mm,49.51,ISO,Dimensionsmesstechnik,Messschieber u. Tiefenmessschieber DIN 862 >2000 - 2500 mm
1596,Versatzmessschieber,DIN 862,<=300 mm,24.76,ISO,Dimensionsmesstechnik,Versatzmessschieber DIN 862 <=300 mm
1597,Messschieber mit prismatischen Messflächen,DIN 862,<=300mm,13.02,ISO,Dimensionsmesstechnik,Messschieber mit prismatischen Messflächen DIN 862 <=300mm
1598,Aufpreis für Haken an Messschiebern,,,3.90,ISO,Dimensionsmesstechnik,Aufpreis für Haken an Messschiebern
1599,Anreißmessschieber,DIN 862,<=300 mm,13.02,ISO,Dimensionsmesstechnik,Anreißmessschieber DIN 862 <=300 mm
1600,Messuhren,DIN 878,<=1 mm,7.81,ISO,Dimensionsmesstechnik,Messuhren DIN 878 <=1 mm
1601,Messuhren,DIN 878,>1-3 mm,10.42,ISO,Dimensionsmesstechnik,Messuhren DIN 878 >1-3 mm
1602,Messuhren,DIN 878,>3-5 mm,13.02,ISO,Dimensionsmesstechnik,Messuhren DIN 878 >3-5 mm
1603,Messuhren,DIN 878,>5-10 mm,15.64,ISO,Dimensionsmesstechnik,Messuhren DIN 878 >5-10 mm
1604,Messuhren,DIN 878,>10-25 mm,18.23,ISO,Dimensionsmesstechnik,Messuhren DIN 878 >10-25 mm
1605,Messuhren,DIN 878,>25-50 mm,20.85,ISO,Dimensionsmesstechnik,Messuhren DIN 878 >25-50 mm
1606,Messuhren,DIN 878,>50-100 mm,31.27,ISO,Dimensionsmesstechnik,Messuhren DIN 878 >50-100 mm
1608,Kurbelwellenprüfgerät,,,23.45,ISO,Elektrische Messtechnik,Kurbelwellenprüfgerät
1609,Gewindesteigungsmessuhr,,,15.64,ISO,Dimensionsmesstechnik,Gewindesteigungsmessuhr
1610,"Messuhren, Prüfschritt 0,5mm",DIN 878,<=5 mm,7.81,ISO,Dimensionsmesstechnik,"Messuhren, Prüfschritt 0,5mm DIN 878 <=5 mm"
1611,"Messuhren, Prüfschritt 0,5mm",DIN 878,>5-10 mm,9.12,ISO,Dimensionsmesstechnik,"Messuhren, Prüfschritt 0,5mm DIN 878 >5-10 mm"
1612,"Messuhren, Prüfschritt 0,5mm",DIN 878,>10-25 mm,13.02,ISO,Dimensionsmesstechnik,"Messuhren, Prüfschritt 0,5mm DIN 878 >10-25 mm"
1613,"Messuhren, Prüfschritt 0,5mm",DIN 878,>25-50 mm,16.93,ISO,Dimensionsmesstechnik,"Messuhren, Prüfschritt 0,5mm DIN 878 >25-50 mm"
1614,"Messuhren, Prüfschritt 0,5mm",DIN 878,>50-100 mm,20.85,ISO,Dimensionsmesstechnik,"Messuhren, Prüfschritt 0,5mm DIN 878 >50-100 mm"
1620,Messuhrenprüfgeräte,,<=30 mm,83.39,ISO,Elektrische Messtechnik,Messuhrenprüfgeräte <=30 mm
1621,Messuhrenprüfgeräte,,>30-60 mm,156.37,ISO,Elektrische Messtechnik,Messuhrenprüfgeräte >30-60 mm
1630,Prüfmaßstäbe,DIN 865,<=500 mm,23.45,ISO,Sonstige Messtechnik,Prüfmaßstäbe DIN 865 <=500 mm
